year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,4,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",142.00,14.00,5.20,0.00,6.80,0.00,2.00,1.00,0.00,975.00,437.00,0.00,265.00,0.00,273.00
2022,4,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",262.00,27.00,5.19,0.83,6.31,0.00,14.68,0.00,0.00,1673.00,373.00,81.00,227.00,0.00,992.00
2022,4,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",90.00,7.00,2.48,0.00,3.33,0.00,1.20,2.00,0.00,541.00,336.00,0.00,74.00,0.00,131.00
2022,4,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",219.00,33.00,10.90,0.82,6.78,0.00,14.50,4.00,0.00,2185.00,648.00,61.00,256.00,0.00,1220.00
2022,4,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",165.00,31.00,6.22,0.00,18.60,0.00,6.18,0.00,0.00,967.00,200.00,0.00,466.00,0.00,301.00
2022,4,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1368.00,141.00,46.24,2.97,27.06,0.00,64.73,4.00,0.00,13112.00,7604.00,160.00,1061.00,0.00,4287.00
2022,4,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",179.00,46.00,7.12,2.00,32.52,0.00,4.36,3.00,1.00,3033.00,421.00,70.00,2270.00,0.00,272.00
2022,4,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1598.00,162.00,42.51,5.52,76.84,0.00,37.13,28.00,0.00,14195.00,4776.00,1289.00,4664.00,0.00,3466.00
2022,4,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2881.00,547.00,84.26,19.20,294.61,0.00,148.92,62.00,3.00,41689.00,8531.00,3258.00,18243.00,0.00,11657.00
2022,4,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",17.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,21.00,0.00,0.00
2022,4,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",802.00,110.00,28.27,4.98,30.97,1.00,44.78,8.00,0.00,8745.00,2643.00,470.00,1632.00,38.00,3962.00
2022,4,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",65.00,5.00,1.01,0.00,1.04,0.00,2.95,1.00,0.00,564.00,57.00,0.00,240.00,0.00,267.00
2022,4,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,4,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",555.00,150.00,65.91,0.93,23.20,0.27,59.68,15.00,0.00,10221.00,4470.00,91.00,962.00,13.00,4685.00
2022,4,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1344.00,324.00,87.94,7.85,125.99,0.53,101.69,26.00,3.00,20238.00,4917.00,507.00,6662.00,8.00,8144.00
2022,4,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",467.00,106.00,41.22,1.27,22.57,0.00,40.94,7.00,1.00,5951.00,2012.00,131.00,1139.00,0.00,2669.00
2022,4,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1764.00,290.00,114.41,4.46,53.97,0.67,116.49,31.00,1.00,18309.00,6314.00,796.00,2040.00,19.00,9140.00
2022,4,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",308.00,64.00,29.53,2.69,8.18,0.00,23.60,6.00,0.00,4118.00,1644.00,235.00,529.00,0.00,1710.00
2022,4,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",7561.00,1096.00,393.61,34.82,226.82,2.04,438.71,148.00,18.00,94737.00,43772.00,3782.00,10593.00,69.00,36521.00
2022,4,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2158.00,420.00,113.01,15.28,108.66,0.26,182.78,40.00,4.00,31085.00,9201.00,1620.00,4429.00,9.00,15826.00
2022,4,AA,American Airlines Network,DEN,"Denver, CO: Denver International",655.00,160.00,66.52,3.70,49.09,0.58,40.11,10.00,2.00,8395.00,3723.00,224.00,1758.00,62.00,2628.00
2022,4,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11093.00,1929.00,567.33,77.26,462.20,4.94,817.27,192.00,39.00,164814.00,58478.00,8046.00,21700.00,225.00,76365.00
2022,4,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",335.00,91.00,28.87,3.84,12.24,0.00,46.05,9.00,2.00,5095.00,1316.00,326.00,404.00,0.00,3049.00
2022,4,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",676.00,224.00,65.15,7.72,106.44,0.79,43.90,19.00,1.00,14652.00,4301.00,420.00,6050.00,28.00,3853.00
2022,4,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",466.00,119.00,38.56,2.29,44.88,0.00,33.27,12.00,1.00,7734.00,2323.00,143.00,2472.00,0.00,2796.00
2022,4,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",115.00,17.00,4.94,1.51,3.77,0.00,6.77,2.00,0.00,844.00,145.00,166.00,133.00,0.00,400.00
2022,4,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",475.00,96.00,35.57,2.59,23.47,0.00,34.37,24.00,0.00,5317.00,1684.00,256.00,1142.00,0.00,2235.00
2022,4,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1359.00,234.00,89.05,4.47,72.69,2.14,65.64,28.00,9.00,22589.00,9846.00,224.00,4883.00,85.00,7551.00
2022,4,AA,American Airlines Network,LAS,"Las Vegas, NV: McCarran International",1065.00,277.00,81.89,7.43,109.84,2.08,75.76,14.00,0.00,16709.00,5834.00,1710.00,3914.00,122.00,5129.00
2022,4,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2424.00,474.00,177.36,9.06,164.89,4.38,118.31,29.00,2.00,27548.00,13239.00,735.00,5284.00,337.00,7953.00
2022,4,AA,American Airlines Network,LGA,"New York, NY: LaGuardia",1843.00,489.00,131.83,6.53,227.39,2.01,121.24,66.00,10.00,27432.00,8234.00,447.00,10611.00,68.00,8072.00
2022,4,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1406.00,296.00,92.83,8.59,104.53,0.02,90.02,43.00,6.00,22650.00,5908.00,1374.00,7280.00,1.00,8087.00
2022,4,AA,American Airlines Network,MIA,"Miami, FL: Miami International",4880.00,1063.00,305.31,31.04,423.39,5.51,297.75,208.00,29.00,88535.00,29897.00,3286.00,24827.00,170.00,30355.00
2022,4,AA,American Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",308.00,79.00,35.13,0.69,19.22,0.00,23.96,5.00,3.00,5052.00,2654.00,44.00,657.00,0.00,1697.00
2022,4,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3787.00,711.00,215.92,21.63,170.90,2.55,299.99,88.00,20.00,58668.00,20231.00,2853.00,9549.00,87.00,25948.00
2022,4,AA,American Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",2536.00,444.00,142.90,12.40,104.87,1.45,182.37,51.00,2.00,37265.00,12182.00,955.00,5174.00,66.00,18888.00
2022,4,AA,American Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",3816.00,580.00,233.30,16.04,134.42,2.14,194.11,34.00,5.00,46093.00,22922.00,1131.00,4176.00,69.00,17795.00
2022,4,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",533.00,115.00,39.63,5.13,27.72,0.91,41.61,8.00,0.00,6945.00,2252.00,311.00,931.00,49.00,3402.00
2022,4,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",431.00,114.00,41.04,3.48,44.49,0.16,24.84,5.00,2.00,5543.00,2599.00,242.00,1286.00,3.00,1413.00
2022,4,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",725.00,220.00,69.90,4.00,94.68,0.00,51.42,10.00,2.00,11791.00,4532.00,286.00,3439.00,0.00,3534.00
2022,4,AA,American Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",247.00,65.00,22.15,1.30,20.69,0.00,20.87,2.00,0.00,4526.00,1667.00,82.00,751.00,0.00,2026.00
2022,4,AA,American Airlines Network,TPA,"Tampa, FL: Tampa International",1040.00,248.00,80.82,4.06,86.23,0.35,76.54,33.00,6.00,14546.00,4252.00,388.00,4032.00,11.00,5863.00
2022,4,AS,Alaska Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",84.00,16.00,3.75,0.00,8.84,1.00,2.41,9.00,0.00,969.00,482.00,0.00,314.00,50.00,123.00
2022,4,AS,Alaska Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",172.00,37.00,13.28,0.75,10.16,0.00,12.80,9.00,0.00,1831.00,707.00,79.00,496.00,0.00,549.00
2022,4,AS,Alaska Airlines Network,BNA,"Nashville, TN: Nashville International",58.00,12.00,2.33,0.00,8.67,0.00,1.00,2.00,1.00,347.00,51.00,0.00,237.00,0.00,59.00
2022,4,AS,Alaska Airlines Network,BOS,"Boston, MA: Logan International",200.00,36.00,11.56,2.83,15.29,0.00,6.33,10.00,1.00,1647.00,623.00,201.00,541.00,0.00,282.00
2022,4,AS,Alaska Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",27.00,4.00,1.92,0.00,1.29,0.00,0.79,5.00,0.00,122.00,70.00,0.00,25.00,0.00,27.00
2022,4,AS,Alaska Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",149.00,36.00,6.40,1.00,12.59,0.00,16.01,6.00,1.00,2806.00,481.00,160.00,541.00,0.00,1624.00
2022,4,AS,Alaska Airlines Network,DEN,"Denver, CO: Denver International",124.00,25.00,10.66,0.00,5.30,0.00,9.04,6.00,0.00,1385.00,637.00,0.00,276.00,0.00,472.00
2022,4,AS,Alaska Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",141.00,27.00,12.38,0.85,6.25,0.00,7.51,6.00,1.00,1501.00,796.00,148.00,178.00,0.00,379.00
2022,4,AS,Alaska Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",30.00,5.00,2.66,0.00,2.34,0.00,0.00,2.00,0.00,278.00,211.00,0.00,67.00,0.00,0.00
2022,4,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",321.00,104.00,22.71,4.37,69.91,0.51,6.49,23.00,2.00,6907.00,1239.00,526.00,4700.00,23.00,419.00
2022,4,AS,Alaska Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",94.00,19.00,5.23,0.67,6.84,0.00,6.27,11.00,0.00,1030.00,482.00,36.00,262.00,0.00,250.00
2022,4,AS,Alaska Airlines Network,IAD,"Washington, DC: Washington Dulles International",126.00,22.00,10.55,0.00,7.17,0.00,4.28,9.00,0.00,769.00,371.00,0.00,274.00,0.00,124.00
2022,4,AS,Alaska Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",57.00,5.00,3.40,0.00,0.04,0.00,1.56,3.00,1.00,258.00,162.00,0.00,2.00,0.00,94.00
2022,4,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",352.00,73.00,26.95,1.67,21.60,0.00,22.79,19.00,0.00,4339.00,1699.00,112.00,1373.00,0.00,1155.00
2022,4,AS,Alaska Airlines Network,LAS,"Las Vegas, NV: McCarran International",437.00,88.00,33.84,0.00,26.11,0.00,28.04,27.00,0.00,4692.00,1819.00,0.00,1279.00,0.00,1594.00
2022,4,AS,Alaska Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",890.00,233.00,63.26,3.57,96.24,0.87,69.06,73.00,0.00,12572.00,3539.00,331.00,3510.00,26.00,5166.00
2022,4,AS,Alaska Airlines Network,MCO,"Orlando, FL: Orlando International",175.00,41.00,10.99,2.40,15.77,0.00,11.84,4.00,3.00,2372.00,693.00,232.00,756.00,0.00,691.00
2022,4,AS,Alaska Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",60.00,20.00,7.21,0.00,8.29,0.00,4.50,1.00,0.00,850.00,373.00,0.00,221.00,0.00,256.00
2022,4,AS,Alaska Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",260.00,67.00,19.70,0.88,34.69,0.00,11.74,21.00,0.00,3182.00,1073.00,14.00,1479.00,0.00,616.00
2022,4,AS,Alaska Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",56.00,18.00,8.23,0.65,6.58,0.00,2.55,1.00,0.00,612.00,331.00,11.00,176.00,0.00,94.00
2022,4,AS,Alaska Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",365.00,51.00,23.92,0.50,7.54,0.02,19.02,14.00,0.00,2284.00,1110.00,48.00,281.00,1.00,844.00
2022,4,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",709.00,153.00,44.90,2.54,41.00,0.32,64.23,37.00,3.00,8360.00,2746.00,317.00,1525.00,18.00,3754.00
2022,4,AS,Alaska Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",5833.00,1289.00,323.28,22.00,517.07,2.62,424.03,370.00,30.00,66030.00,19303.00,1720.00,17459.00,100.00,27448.00
2022,4,AS,Alaska Airlines Network,SFO,"San Francisco, CA: San Francisco International",1047.00,299.00,69.44,3.29,118.00,0.00,108.27,48.00,7.00,16985.00,4800.00,307.00,4571.00,0.00,7307.00
2022,4,AS,Alaska Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",44.00,11.00,7.48,0.00,3.52,0.00,0.00,5.00,0.00,546.00,451.00,0.00,95.00,0.00,0.00
2022,4,AS,Alaska Airlines Network,TPA,"Tampa, FL: Tampa International",69.00,12.00,3.10,1.67,2.10,0.00,5.13,5.00,1.00,510.00,114.00,44.00,67.00,0.00,285.00
2022,4,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",152.00,63.00,36.79,0.00,4.50,1.15,20.57,13.00,0.00,6742.00,3731.00,0.00,274.00,48.00,2689.00
2022,4,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",146.00,68.00,37.07,1.83,7.12,2.73,19.25,11.00,0.00,6107.00,3271.00,267.00,539.00,109.00,1921.00
2022,4,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",208.00,68.00,35.40,0.89,20.61,2.02,9.09,30.00,0.00,4912.00,3183.00,54.00,901.00,71.00,703.00
2022,4,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3591.00,1108.00,437.41,14.32,140.52,6.52,509.22,299.00,4.00,92819.00,36862.00,1937.00,6391.00,359.00,47270.00
2022,4,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",55.00,12.00,5.60,0.00,4.11,0.00,2.29,5.00,0.00,1179.00,759.00,0.00,128.00,0.00,292.00
2022,4,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",829.00,281.00,139.01,6.53,52.63,1.00,81.83,81.00,2.00,25075.00,13171.00,483.00,2737.00,22.00,8662.00
2022,4,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",107.00,38.00,21.39,0.00,3.12,0.50,12.99,6.00,1.00,3223.00,2039.00,0.00,105.00,9.00,1070.00
2022,4,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",54.00,24.00,16.11,0.00,3.26,0.00,4.63,2.00,0.00,1597.00,1144.00,0.00,150.00,0.00,303.00
2022,4,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",108.00,39.00,26.58,0.00,4.37,0.66,7.39,16.00,0.00,2712.00,1748.00,0.00,119.00,39.00,806.00
2022,4,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",1013.00,481.00,167.87,11.46,118.56,3.58,179.54,84.00,4.00,42545.00,15938.00,1840.00,7244.00,165.00,17358.00
2022,4,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1920.00,677.00,302.41,8.55,149.75,4.09,212.21,166.00,8.00,59980.00,29543.00,1005.00,8044.00,81.00,21307.00
2022,4,B6,JetBlue Airways,IAH,"Houston, TX: George Bush Intercontinental/Houston",59.00,19.00,13.90,0.00,3.02,0.00,2.08,8.00,2.00,1576.00,1279.00,0.00,190.00,0.00,107.00
2022,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3756.00,1346.00,546.79,24.11,159.60,3.32,612.18,363.00,16.00,126319.00,46885.00,4012.00,11156.00,143.00,64123.00
2022,4,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",254.00,121.00,62.64,0.98,24.51,0.00,32.87,10.00,2.00,11056.00,6490.00,61.00,1061.00,0.00,3444.00
2022,4,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",909.00,367.00,150.51,3.98,144.83,2.45,65.23,34.00,0.00,23593.00,10517.00,511.00,5465.00,85.00,7015.00
2022,4,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",1101.00,398.00,157.00,4.99,104.88,1.44,129.69,128.00,4.00,32594.00,12487.00,435.00,6908.00,39.00,12725.00
2022,4,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1557.00,682.00,302.04,7.23,138.38,1.68,232.66,126.00,4.00,64935.00,27412.00,1019.00,10465.00,61.00,25978.00
2022,4,B6,JetBlue Airways,MIA,"Miami, FL: Miami International",323.00,117.00,61.97,0.00,20.21,0.00,34.82,31.00,5.00,10060.00,5704.00,0.00,1422.00,0.00,2934.00
2022,4,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",60.00,22.00,8.80,0.65,3.76,0.00,8.79,7.00,1.00,2369.00,949.00,24.00,214.00,0.00,1182.00
2022,4,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",74.00,34.00,20.07,0.00,2.33,0.00,11.60,9.00,0.00,3268.00,2071.00,0.00,118.00,0.00,1079.00
2022,4,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",141.00,28.00,19.23,1.00,2.08,0.94,4.75,12.00,0.00,1675.00,1117.00,137.00,93.00,18.00,310.00
2022,4,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",100.00,57.00,31.15,0.00,8.79,1.31,15.75,8.00,0.00,4486.00,2380.00,0.00,560.00,41.00,1505.00
2022,4,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",176.00,55.00,26.13,1.44,18.70,0.52,8.21,5.00,1.00,2782.00,1564.00,83.00,626.00,18.00,491.00
2022,4,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",72.00,29.00,16.98,0.00,7.90,0.00,4.12,4.00,0.00,1814.00,1134.00,0.00,295.00,0.00,385.00
2022,4,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",425.00,129.00,61.90,1.88,43.95,0.35,20.93,6.00,0.00,8169.00,4487.00,144.00,1598.00,17.00,1923.00
2022,4,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",163.00,66.00,34.52,1.15,13.43,0.31,16.59,9.00,0.00,4940.00,2499.00,136.00,521.00,18.00,1766.00
2022,4,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",519.00,209.00,93.47,1.26,37.82,0.85,75.60,35.00,2.00,18432.00,8379.00,162.00,2442.00,29.00,7420.00
2022,4,C5,"Commutair Aka Champlain Enterprises, Inc.",AUS,"Austin, TX: Austin - Bergstrom International",5.00,2.00,0.11,0.00,0.00,0.00,1.89,0.00,0.00,164.00,12.00,0.00,0.00,0.00,152.00
2022,4,C5,"Commutair Aka Champlain Enterprises, Inc.",BNA,"Nashville, TN: Nashville International",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,4,C5,"Commutair Aka Champlain Enterprises, Inc.",DEN,"Denver, CO: Denver International",573.00,104.00,23.67,4.77,37.61,0.00,37.94,11.00,2.00,9190.00,1961.00,324.00,2211.00,0.00,4694.00
2022,4,C5,"Commutair Aka Champlain Enterprises, Inc.",IAD,"Washington, DC: Washington Dulles International",426.00,63.00,18.21,1.76,18.67,0.00,24.36,1.00,0.00,5011.00,2142.00,216.00,831.00,0.00,1822.00
2022,4,C5,"Commutair Aka Champlain Enterprises, Inc.",IAH,"Houston, TX: George Bush Intercontinental/Houston",1890.00,236.00,70.37,15.28,44.99,0.00,105.36,34.00,3.00,24643.00,8954.00,2306.00,3092.00,0.00,10291.00
2022,4,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",17372.00,2502.00,858.72,50.80,509.31,0.00,1083.18,201.00,23.00,193242.00,86813.00,7128.00,22886.00,0.00,76415.00
2022,4,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",870.00,170.00,77.41,3.17,47.08,0.00,42.34,6.00,1.00,12383.00,7371.00,304.00,1955.00,0.00,2753.00
2022,4,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",453.00,76.00,48.12,4.42,11.06,0.00,12.41,2.00,1.00,4992.00,3515.00,292.00,421.00,0.00,764.00
2022,4,DL,Delta Air Lines Network,BOS,"Boston, MA: Logan International",1643.00,314.00,139.09,8.00,77.35,0.00,89.56,14.00,8.00,28154.00,17714.00,964.00,2779.00,0.00,6697.00
2022,4,DL,Delta Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",415.00,53.00,34.41,0.00,9.04,0.00,9.56,4.00,0.00,2630.00,1720.00,0.00,294.00,0.00,616.00
2022,4,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",408.00,56.00,33.62,1.90,7.76,0.00,12.72,1.00,0.00,4563.00,3396.00,116.00,258.00,0.00,793.00
2022,4,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",656.00,156.00,90.04,6.65,34.35,0.00,24.96,9.00,0.00,9633.00,6411.00,473.00,1210.00,0.00,1539.00
2022,4,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",833.00,153.00,75.43,0.42,50.74,1.00,25.40,11.00,1.00,8656.00,5143.00,8.00,2049.00,17.00,1439.00
2022,4,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",939.00,189.00,93.41,2.00,41.11,0.00,52.48,9.00,11.00,13462.00,7766.00,211.00,1754.00,0.00,3731.00
2022,4,DL,Delta Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",4710.00,695.00,259.88,8.63,160.06,0.00,266.43,63.00,0.00,55854.00,25876.00,584.00,7721.00,0.00,21673.00
2022,4,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",397.00,125.00,52.63,0.00,58.61,0.00,13.76,8.00,2.00,8379.00,4788.00,0.00,2738.00,0.00,853.00
2022,4,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1023.00,280.00,106.11,3.51,101.96,0.00,68.42,26.00,0.00,22281.00,9025.00,201.00,6273.00,0.00,6782.00
2022,4,DL,Delta Air Lines Network,IAD,"Washington, DC: Washington Dulles International",171.00,30.00,17.62,0.10,5.38,0.00,6.90,1.00,0.00,2131.00,1333.00,8.00,269.00,0.00,521.00
2022,4,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",542.00,112.00,58.81,1.95,27.53,0.00,23.71,2.00,2.00,6815.00,3611.00,246.00,1564.00,0.00,1394.00
2022,4,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2023.00,434.00,134.61,9.61,146.20,0.00,143.58,35.00,13.00,33650.00,10228.00,1245.00,9318.00,0.00,12859.00
2022,4,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: McCarran International",1137.00,227.00,109.57,4.09,85.90,0.00,27.44,7.00,1.00,14618.00,9497.00,501.00,2876.00,0.00,1744.00
2022,4,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2394.00,477.00,193.98,8.25,185.08,1.00,88.69,14.00,0.00,30748.00,15994.00,1142.00,6193.00,51.00,7368.00
2022,4,DL,Delta Air Lines Network,LGA,"New York, NY: LaGuardia",2176.00,573.00,176.81,11.74,243.09,0.44,140.93,51.00,17.00,41605.00,16334.00,1536.00,11174.00,37.00,12524.00
2022,4,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1635.00,428.00,179.22,10.30,134.44,1.68,102.35,40.00,3.00,37199.00,19248.00,1230.00,8808.00,76.00,7837.00
2022,4,DL,Delta Air Lines Network,MDW,"Chicago, IL: Chicago Midway International",90.00,25.00,17.13,0.63,1.99,0.00,5.25,1.00,0.00,1295.00,855.00,51.00,60.00,0.00,329.00
2022,4,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",737.00,216.00,75.57,1.52,92.83,0.00,46.08,20.00,3.00,15917.00,5810.00,76.00,6382.00,0.00,3649.00
2022,4,DL,Delta Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4470.00,717.00,250.18,17.89,197.46,0.00,251.47,33.00,8.00,57858.00,26844.00,2317.00,9112.00,0.00,19585.00
2022,4,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",795.00,152.00,83.06,2.77,36.64,0.00,29.52,7.00,2.00,11228.00,6186.00,526.00,2511.00,0.00,2005.00
2022,4,DL,Delta Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",321.00,54.00,34.05,2.67,11.67,0.00,5.61,0.00,0.00,2897.00,1670.00,255.00,483.00,0.00,489.00
2022,4,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",802.00,151.00,82.46,1.63,43.41,0.00,23.50,5.00,1.00,10018.00,7024.00,68.00,1399.00,0.00,1527.00
2022,4,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",617.00,107.00,52.27,2.45,35.23,0.00,17.06,3.00,0.00,7792.00,4642.00,155.00,1477.00,0.00,1518.00
2022,4,DL,Delta Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",2240.00,239.00,119.68,2.78,54.18,0.00,62.36,9.00,8.00,24063.00,13496.00,534.00,2240.00,0.00,7793.00
2022,4,DL,Delta Air Lines Network,SFO,"San Francisco, CA: San Francisco International",712.00,146.00,62.90,2.76,55.97,0.00,24.37,4.00,2.00,8182.00,4797.00,337.00,1786.00,0.00,1262.00
2022,4,DL,Delta Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",4151.00,573.00,217.63,8.02,142.76,0.88,203.71,22.00,8.00,42524.00,21249.00,1342.00,5150.00,97.00,14686.00
2022,4,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",1124.00,257.00,108.81,4.37,70.93,0.00,72.88,19.00,5.00,18647.00,8021.00,709.00,4314.00,0.00,5603.00
2022,4,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",426.00,162.00,55.88,2.12,46.22,0.00,57.79,11.00,0.00,10946.00,3059.00,359.00,3204.00,0.00,4324.00
